Data de defunció/fecha de defunción;C.Valenciana;Homes/Hombres;Dones/Mujeres;Prov. Alacant/Alicante;Prov. Castelló/Castellón;Prov. València;DEPARTAMENT DE SALUT DE VINAROS;DEPARTAMENT DE SALUT DE CASTELLO;DEPARTAMENT DE SALUT DE LA PLANA;DEPARTAMENT DE SALUT DE SAGUNT;DEPARTAMENT DE SALUT DE VCIA CLINIC-LA MALVA-ROSA;DEPARTAMENT DE SALUT VCIA ARNAU DE VILANOVA LLIRIA;DEPARTAMENT DE SALUT DE VALENCIA - LA FE;DEPARTAMENT DE SALUT DE REQUENA;DEPARTAMENT DE SALUT DE VALENCIA -HOSPITAL GENERAL;DEPARTAMENT DE SALUT DE VALENCIA - DOCTOR PESET;DEPARTAMENT DE SALUT DE LA RIBERA;DEPARTAMENT DE SALUT DE GANDIA;DEPARTAMENT DE SALUT DE DENIA;DEPARTAMENT DE SALUT DE XATIVA - ONTINYENT;DEPARTAMENT DE SALUT D'ALCOI;DEPARTAMENT DE SALUT DE LA MARINA BAIXA;DEPARTAMENT DE SALUT D'ALACANT-SANT JOAN D'ALACANT;DEPARTAMENT DE SALUT D'ELDA;DEPARTAMENT DE SALUT D'ALACANT - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ELX - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ORIHUELA;DEPARTAMENT DE SALUT DE TORREVIEJA;DEPARTAMENT DE SALUT DE MANISES;DEPARTAMENT DE SALUT D'ELX-CREVILLENT
2020-03-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-13;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-03-14;7;5;2;4;0;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0
2020-03-15;4;1;3;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
2020-03-16;6;4;2;2;1;3;0;0;1;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-03-17;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-18;15;10;5;7;1;7;0;1;0;0;1;0;1;0;3;0;0;0;0;1;2;0;0;2;2;0;0;0;1;1
2020-03-19;9;5;4;6;0;3;0;0;0;0;0;1;0;0;2;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0
2020-03-20;19;12;7;9;4;6;0;1;3;0;1;1;2;0;1;0;0;0;0;1;5;2;0;1;0;0;0;1;0;0
2020-03-21;22;14;8;12;0;10;0;0;0;0;0;3;1;0;2;2;0;1;1;0;4;5;0;1;0;0;0;1;1;0
2020-03-22;29;19;10;12;3;14;1;0;2;0;4;0;1;0;5;3;1;0;1;0;2;3;1;0;4;1;0;0;0;0
2020-03-23;25;17;8;12;2;11;0;2;0;0;1;1;1;0;5;1;0;0;0;2;4;1;0;3;3;0;0;1;0;0
2020-03-24;31;18;13;18;3;10;0;1;2;0;1;0;1;0;5;1;1;0;0;0;3;5;0;1;4;2;1;2;1;0
2020-03-25;33;17;16;9;4;20;0;1;3;0;2;3;1;1;7;4;1;0;1;0;3;4;0;1;0;0;0;0;1;0
2020-03-26;38;21;17;12;5;21;1;2;1;1;7;1;1;0;5;3;1;1;0;1;5;3;1;0;1;1;0;1;1;0
2020-03-27;49;23;26;20;7;22;0;3;3;2;1;0;3;0;5;6;0;3;1;1;5;4;1;3;3;0;0;3;2;0
2020-03-28;46;32;14;13;5;28;1;1;3;2;4;2;3;2;5;4;2;1;0;2;5;4;1;1;2;0;0;0;1;0
2020-03-29;36;18;18;11;10;15;1;1;6;3;1;0;4;1;2;1;1;0;0;2;3;4;1;0;3;0;0;0;2;0
2020-03-30;54;30;24;24;4;26;0;0;3;3;3;3;1;4;6;2;2;2;1;1;6;4;2;3;2;0;1;3;0;2
2020-03-31;61;39;22;26;7;28;1;2;2;4;7;0;3;0;6;3;2;1;1;2;4;10;0;3;4;0;1;3;2;0
2020-04-01;47;28;19;23;6;18;2;0;3;4;2;2;1;0;3;2;0;1;2;4;5;5;1;2;3;0;1;2;0;2
2020-04-02;50;37;13;26;6;18;0;2;4;1;2;1;0;4;1;7;0;0;1;1;4;5;2;6;2;0;1;5;1;0
2020-04-03;55;37;18;23;8;24;1;3;4;2;4;3;6;4;0;2;0;1;1;1;6;5;1;3;2;0;0;5;1;0
2020-04-04;47;24;23;18;7;22;4;1;2;1;1;1;3;3;6;2;3;0;2;1;5;3;1;2;3;1;1;0;1;0
2020-04-05;42;18;24;12;8;22;1;0;7;2;6;1;2;3;4;0;0;0;0;2;7;2;0;1;0;0;1;1;2;0
2020-04-06;39;24;15;6;8;25;1;4;1;3;5;2;4;4;0;0;1;4;1;1;2;2;0;0;0;1;0;0;3;0
2020-04-07;57;31;26;18;9;30;1;2;6;1;5;0;7;4;4;4;2;0;1;1;2;5;3;2;1;1;1;1;2;1
2020-04-08;31;17;14;12;5;14;0;2;3;0;1;1;2;5;1;2;0;1;1;0;1;3;1;1;0;1;0;4;1;0
2020-04-09;28;15;13;7;2;19;0;1;0;2;1;3;4;1;4;0;1;1;0;1;0;2;1;0;1;0;1;2;2;0
2020-04-10;32;18;14;9;7;16;0;2;5;0;1;4;2;2;1;2;1;0;0;1;3;4;0;0;1;0;0;1;2;0
2020-04-11;40;20;20;10;9;21;3;4;2;0;2;1;3;4;3;2;3;1;0;0;3;2;1;1;0;0;0;2;2;1
2020-04-12;31;19;12;5;5;21;0;3;2;0;0;2;3;4;2;4;1;0;0;2;0;1;0;2;1;0;1;0;3;0
2020-04-13;34;20;14;8;6;20;0;4;2;0;3;0;3;1;2;3;2;2;0;0;1;3;0;0;2;1;1;0;4;0
2020-04-14;32;15;17;9;7;16;3;1;3;0;1;1;5;3;4;0;1;0;0;0;2;2;1;0;1;0;0;2;1;1
2020-04-15;34;18;16;8;5;21;1;1;3;1;2;4;1;4;4;0;1;1;0;2;3;0;0;2;2;0;0;1;1;0
2020-04-16;27;15;12;15;1;11;0;0;1;0;1;0;2;2;1;1;0;2;0;2;1;5;3;2;4;0;0;0;0;0
2020-04-17;23;11;12;2;5;16;0;3;2;0;1;1;3;3;4;0;0;0;0;1;0;0;1;0;1;0;0;0;3;0
2020-04-18;11;6;5;2;1;8;0;1;0;0;1;1;3;0;1;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0
2020-04-19;15;5;10;8;4;3;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;2;0;1;0;0;3;1;2;0
2020-04-20;16;9;7;6;5;5;0;4;1;1;1;1;1;0;0;0;0;0;0;1;2;1;1;0;2;0;0;0;0;0
2020-04-21;18;5;13;8;0;10;0;0;0;0;1;1;1;3;2;0;1;0;0;0;1;1;1;2;0;1;1;1;1;0
2020-04-22;18;8;10;3;5;10;1;2;2;1;0;1;2;2;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1
2020-04-23;11;7;4;2;3;6;0;0;2;1;1;0;2;0;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
2020-04-24;11;7;4;2;4;5;1;2;1;0;0;0;1;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;1;0
2020-04-25;11;4;7;2;2;7;0;2;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0
2020-04-26;13;6;7;3;3;7;2;1;0;1;0;1;0;1;0;2;0;0;1;1;1;0;0;0;0;0;0;1;1;0
2020-04-27;14;7;7;4;2;8;0;1;1;0;0;2;2;1;1;2;0;0;0;0;0;2;1;0;1;0;0;0;0;0
2020-04-28;21;9;12;1;4;16;0;3;0;2;1;4;0;1;1;0;0;2;0;2;0;1;0;0;0;0;0;0;4;0
2020-04-29;6;3;3;3;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0
2020-04-30;9;6;3;4;2;3;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;3;0;0
2020-05-01;11;6;5;3;1;7;0;0;1;1;2;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;2;0
2020-05-02;8;3;5;2;4;2;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
2020-05-03;10;6;4;4;2;4;0;0;2;0;0;1;1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0
2020-05-04;6;3;3;1;2;3;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-05-05;8;3;5;3;1;4;0;1;0;0;0;0;2;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0
2020-05-06;11;6;5;3;2;6;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;1;3;0
2020-05-07;5;3;2;1;0;4;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-05-08;7;4;3;0;0;7;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0
2020-05-09;8;4;4;3;1;4;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1
2020-05-10;5;2;3;2;2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
2020-05-11;7;1;6;2;1;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;0
2020-05-12;5;4;1;1;0;4;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-05-13;7;1;6;2;2;3;0;1;1;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
2020-05-14;9;4;5;2;2;5;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0
2020-05-15;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-05-16;3;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2020-05-17;3;0;3;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
2020-05-18;4;3;1;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
2020-05-19;2;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-05-20;2;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2020-05-21;4;2;2;0;2;2;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22;4;2;2;1;1;2;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-05-23;5;4;1;2;0;3;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
2020-05-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-25;4;1;3;2;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
2020-05-26;3;3;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-05-27;2;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-05-28;2;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-05-29;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-02;2;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-03;2;2;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-04;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-09;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-11;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-14;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-17;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-21;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-06-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-23;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-06-24;2;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-06-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-28;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-29;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2020-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-19;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2020-07-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-28;3;1;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
2020-07-29;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2020-07-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-02;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-04;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
